Title,Stock_Status,Price,Dealer,Rating,Num_review
2024 Jeep Grand Cherokee 4xe Base,Used,"$44,888",Affinity Auto Sales,4.8,(668 reviews)
2019 Aston Martin DB11 Volante,New,"$53,305",Auto Deals of Roselle,4.3,(526 reviews)
2012 Lexus RX 350 Base,Used,"$119,177",Webb Ford,4.2,(94 reviews)
2017 Mercedes-Benz C-Class 4MATIC,Used,"$16,945",Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.8,(668 reviews)
2022 Ford Maverick XL,Used,"$32,950",Arlington Heights Buick GMC,4.8,(668 reviews)
2024 Volkswagen Tiguan 2.0T SE 4MOTION,Used,"$27,500",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.8,(271 reviews)
2024 Nissan Murano Platinum,New,"$31,884",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.8,(668 reviews)
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$50,931",Garber Chevrolet Highland,4.3,(526 reviews)
2022 Toyota Camry SE,New,"$34,284",Arlington Heights Buick GMC,4.3,(686 reviews)
2025 Chevrolet Equinox LT,Used,"$27,995",Arlington Heights Buick GMC,4.8,(668 reviews)
2020 Cadillac XT4 Sport,New,"$29,704",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.4,"(2,065 reviews)"
2025 Chevrolet Equinox LT,Cadillac Certified,"$24,950",Garber Chevrolet Highland,4.8,(668 reviews)
2025 Chevrolet Equinox RS,New,"$31,612",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.9,(45 reviews)
2025 Chevrolet Equinox LT,New,"$36,986",Napleton Off Lease,0,(58 reviews)
2023 Chevrolet Trailblazer LT,New,"$31,120",Muller's Woodfield Acura,4.8,"(1,358 reviews)"
2021 Chrysler Pacifica Touring L,Chevrolet Certified,"$22,950",Audi Hoffman Estates,0,(3 reviews)
2024 INFINITI QX50 LUXE AWD,Used,"$24,855",Car City Inc,3.8,"(1,000 reviews)"
2025 Chevrolet Equinox AWD ACTIV,INFINITI Certified,"$41,337",Car City Inc,3.8,"(1,000 reviews)"
2025 Chevrolet Equinox 1LT,New,"$37,989",Phillips Chevrolet,3.8,"(1,000 reviews)"
2023 Chevrolet Equinox AWD RS,New,"$29,704",Phillips Chevrolet,3.8,"(1,000 reviews)"
2025 Chevrolet Equinox 1LT,Chevrolet Certified,"$29,986",Woody Buick GMC Naperville,3.8,"(1,000 reviews)"
2025 Chevrolet Equinox 1LT,New,"$29,704",Woody Buick GMC Naperville,4.8,"(1,358 reviews)"
2025 Chevrolet Equinox 1LT,New,"$29,704",Napleton Mazda of Naperville,2.8,(385 reviews)
2018 Ford Mustang GT Premium,New,"$31,120",Shaver Preferred Motors,5,(25 reviews)
2024 Audi Q5 S line Premium Plus,Used,"$34,995",Woody Buick GMC Naperville,5,"(4,458 reviews)"
2020 Jeep Grand Cherokee Limited X,Audi Certified,"$45,900",Woody Buick GMC Naperville,5,"(4,458 reviews)"
2025 Chevrolet Equinox 1LT,Used,"$24,999",Maserati of Naperville,4.8,(746 reviews)
2024 BMW X3 M AWD,New,"$33,270",Woody Buick GMC Naperville,5,(60 reviews)
2024 Acura RDX Technology Package,New,"$84,495",Napleton Mazda of Naperville,5,(60 reviews)
2019 Audi Q8 3.0T Premium,New,"$48,350",Bill Jacobs VW,4.6,"(1,558 reviews)"
2014 Mercedes-Benz Sprinter 2500 High Roof,Used,"$38,995",Woody Buick GMC Naperville,5,"(2,505 reviews)"
2021 Buick Enclave AWD Premium,Used,"$27,997",Knauz Auto Park,5,"(2,505 reviews)"
2016 GMC Acadia Denali,Used,"$30,000",Woody Buick GMC Naperville,4.4,(645 reviews)
2016 GMC Acadia SLE-1,Used,"$15,995",Porsche Downtown Chicago,4.4,(645 reviews)
2024 Jeep Compass Latitude Lux,Used,"$13,375",Chicago Motors Inc.,3.9,"(2,006 reviews)"
2024 Jeep Compass Latitude,New,"$30,165",Mercedes-Benz of Chicago,4.7,"(1,721 reviews)"
2025 Chevrolet Equinox AWD RS,New,"$28,110",CarMax Oklahoma City,0,(66 reviews)
2024 Buick Envision Sport Touring AWD,New,"$37,989",Napleton Downtown Chevrolet Buick GMC,4.7,"(2,180 reviews)"
2024 Buick Envision Sport Touring AWD,New,"$40,993",Napleton Downtown Chevrolet Buick GMC,4.7,"(2,180 reviews)"
2023 Toyota Crown Limited,New,"$40,993",Napleton Downtown Chevrolet Buick GMC,4.1,(55 reviews)
2022 RAM 1500 Limited,Used,"$42,895",Napleton Downtown Chevrolet Buick GMC,0,(16 reviews)
2024 Jeep Compass Sport,Used,"$46,900",Napleton Downtown Chevrolet Buick GMC,0,(17 reviews)
2024 RAM 3500 Big Horn Crew Cab 4x4 8' Box,New,"$25,590",Mercedes-Benz of Chicago,0,(0 reviews)
2024 Acura RDX Base,Used,"$58,582",Mike Anderson Chevrolet of Chicago,0,(4 reviews)
2024 Audi A6 45 Premium,Used,"$45,982",TAB Auto Brokers,0,(5 reviews)
2012 Honda Pilot EX-L,New,"$62,890",City Volkswagen of Chicago,0,(6 reviews)
2006 Jeep Commander Limited,Used,"$14,990",City Volkswagen of Chicago,0,(13 reviews)
2025 Chevrolet Equinox LT,Used,"$8,990",Hawk CDJR,4.9,"(1,854 reviews)"
2025 Chevrolet Equinox,New,"$33,335",Ray Buick,0,(4 reviews)
2024 GMC Sierra 1500 Denali,New,"$36,122",Ray Buick,0,(8 reviews)
2024 GMC Sierra 1500 Elevation,New,"$62,500",Currie Motors Chevrolet,4.9,"(1,748 reviews)"
2025 Mazda CX-50 2.5 S Premium Plus Package,New,"$53,500",City Volkswagen Of Evanston,4.9,"(1,397 reviews)"
2011 Mercedes-Benz SL-Class SL 63 AMG Designo,New,"$39,515",City Volkswagen Of Evanston,4.9,"(1,748 reviews)"
2024 Buick Envision Sport Touring AWD,Used,"$59,500",Zeigler Cadillac of Lincolnwood,4.6,"(4,982 reviews)"
2024 Buick Envision Sport Touring AWD,New,"$40,543",Zeigler Cadillac of Lincolnwood,4.6,"(4,982 reviews)"
2024 Maserati MC20 Cielo,New,"$37,499",Sherman Dodge Chrysler Jeep RAM,4.6,"(3,601 reviews)"
2024 GMC Terrain SLE,New,"$299,895",Advantage Chevrolet of Bridgeview,4.7,"(1,562 reviews)"
2025 Mazda CX-50 2.5 S Premium Plus Package,New,"$24,750",Asia Motors Inc.,4.7,"(1,562 reviews)"
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$39,515",Webb Chevy,4.7,"(1,562 reviews)"
2024 Buick Envision Sport Touring (ST),New,"$35,090",Webb Chevy,4.7,"(1,562 reviews)"
2024 Mercedes-Benz EQE 350 4MATIC,New,"$38,860",Berman Chrysler Dodge Jeep Ram,4.5,(776 reviews)
2024 Buick Envision Sport Touring AWD,New,"$81,905",CarMax Miami (International Mall),4.7,(971 reviews)
2020 Porsche 911 Carrera S,New,"$38,860",CarMax Town Center,4.3,"(1,162 reviews)"
2019 Chevrolet Tahoe Police,Porsche Certified,"$127,994",CarMax Amarillo,4.3,"(1,194 reviews)"
2024 Mercedes-Benz Sprinter 3500 Standard Roof,Used,"$27,995",CarMax Savannah,4.9,(51 reviews)
2016 smart ForTwo Prime,New,"$64,004",CarMax Chattanooga,4.3,(744 reviews)
2024 Chevrolet Equinox 1LT,Used,"$15,998",CarMax Wichita,4.8,"(3,855 reviews)"
2025 Chevrolet Equinox AWD ACTIV,New,"$28,465",CarMax Colorado Springs,5,(11 reviews)
2024 Chevrolet Equinox LS,New,"$39,415",Gerald Honda of Countryside,3.7,(55 reviews)
2024 Chevrolet Equinox 1LT,New,"$26,430",CarMax LAX,0,(2 reviews)
2024 Chevrolet Equinox 1LT,New,"$28,465",CarMax Kenosha,4.9,(767 reviews)
2024 Mercedes-Benz Sprinter 2500 High Roof,New,"$29,990",Jack Phelan Chrysler Dodge Jeep RAM,0,(18 reviews)
2025 Chevrolet Equinox 1LT,Used,"$52,444",Ettleson Buick GMC,4.9,(767 reviews)
2021 Porsche Cayenne AWD,New,"$33,085",Jack Phelan Chrysler Dodge Jeep RAM,4.9,(767 reviews)
2016 Hyundai Elantra GT Base,Used,"$55,995",Advantage Chevrolet,4.1,(27 reviews)
2024 Volkswagen Tiguan 2.0T S 4MOTION,Used,"$10,690",Advantage Chevrolet,4.3,"(1,069 reviews)"
2023 Jeep Grand Cherokee L Laredo,New,"$29,726",Old Orchard Nissan,3.8,(86 reviews)
2024 Buick Envision,Used,"$33,031",Jennings Chevy / VW,4.4,"(8,973 reviews)"
2024 Buick Envision,New,"$42,140",Jennings Chevy / VW,4,(83 reviews)
2025 Chevrolet Equinox 1LT,New,"$48,395",Jennings Chevy / VW,4.9,"(4,733 reviews)"
2024 Volkswagen Tiguan 2.0T SE 4MOTION,New,"$29,875",Jennings Chevy / VW,4.2,"(2,878 reviews)"
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$33,504",Golf Mill Chevrolet,4.6,"(2,367 reviews)"
2025 Cadillac CT5 Sport RWD,New,"$35,352",Jaguar Land Rover Hinsdale,4.8,"(1,262 reviews)"
2025 Cadillac CT5 Sport RWD,New,"$52,940",Castle Chevrolet of Villa Park,4.8,(327 reviews)
2024 Jeep Grand Cherokee L Limited,New,"$52,940",Al Piemonte Buick GMC,4.4,"(1,840 reviews)"
2025 Chevrolet Equinox 1LT,New,"$46,185",Nexton Motors LLC,5,(12 reviews)
2019 Ford Utility Police Interceptor Base,New,"$34,841",Larry Roesch Dodge Chrysler Jeep RAM,0,(24 reviews)
2025 Chevrolet Equinox 1LT,Used,"$13,795",Jidd Motors Mitsubishi,4.3,(49 reviews)
2025 Chevrolet Equinox 1LT,New,"$30,656",Xchange Motors,4.9,"(1,689 reviews)"
2023 Jeep Compass Limited,New,"$30,655",Cars147.com,4.9,"(5,840 reviews)"
2022 Nissan Rogue Sport SV,Used,"$27,700",Denali Motors,4.9,"(1,689 reviews)"
2022 BMW X3 XDrive30i,Used,"$22,998",Castle Chevrolet North,4.4,"(3,359 reviews)"
2023 BMW X1 XDrive28i,Used,"$42,998",I-80 Auto Sales,4.9,"(5,840 reviews)"
2019 RAM 1500 Limited,Used,"$33,998",Castle Chevrolet North,4.4,"(2,094 reviews)"
2022 Chevrolet Silverado 1500 RST,Used,"$42,998",Castle Chevrolet North,4.5,"(2,302 reviews)"
2020 Mazda CX-30 Select,Used,"$39,998",Oswego Motors,4.4,"(2,094 reviews)"
2017 Acura MDX Sport Hybrid Advance,Used,"$22,998",Lombard Toyota,4.7,"(1,245 reviews)"
2021 Kia Telluride EX,Used,"$24,998",Auto House Motors,4.8,"(5,319 reviews)"
2016 Audi A4 Premium,Used,"$34,933",Family Hyundai,4.7,"(5,466 reviews)"
2021 Hyundai Palisade Limited,Used,"$17,998",Auto's of Chicago,4.8,"(5,319 reviews)"
2024 Jeep Compass Limited,Used,"$33,998",Bettenhausen Chrysler Dodge Jeep RAM,4.6,(727 reviews)
2024 GMC Sierra 1500 SLT,New,"$28,220",Joe Rizza Ford Lincoln,0,(13 reviews)
2024 Jeep Compass Latitude,New,"$64,090",Bill Kay Chevrolet,2,(757 reviews)
2022 Chevrolet Equinox 1LT,New,"$23,940",Volvo Cars Lisle,2,(757 reviews)
2021 Kia K5 LX,Used,"$23,971",Diamond Motorworks,4.7,(731 reviews)
2024 Nissan Murano SL Intelligent AWD,Used,"$17,695",Zeigler Chevrolet,5,"(12,297 reviews)"
2021 Tesla Model 3 Performance,New,"$40,157",Prestige Motors,4.3,(686 reviews)
2025 Chevrolet Equinox ACTIV,Used,"$32,588",CRS Auto Group,4.7,(268 reviews)
2024 Volkswagen Tiguan 2.0T SE,New,"$40,410",Affinity Auto Sales,4.8,(668 reviews)
2024 Volkswagen Tiguan 2.0T SE,New,"$35,402",City Volkswagen of Highland,4.3,(526 reviews)
2024 Chevrolet Equinox 1LT,New,"$35,504",Arlington Heights Buick GMC,4.7,(993 reviews)
2024 Land Rover Discovery Sport Dynamic SE,New,"$30,321",City Volkswagen of Highland,0,(6 reviews)
2025 Chevrolet Equinox FWD RS,New,"$61,403",Napleton's Arlington Heights Chrysler Dodge Jeep RAM,4.7,"(2,521 reviews)"
2024 Buick Envision Preferred,New,"$34,470",Arlington Heights Buick GMC,4.2,"(1,648 reviews)"
2016 Chevrolet Traverse 2LT,New,"$35,115",Arnie Bauer Cadillac,4.7,(268 reviews)
2024 Jeep Compass Limited,Used,"$9,995",Arnie Bauer Buick GMC of Matteson,4.7,(268 reviews)
2007 Mercedes-Benz S-Class S 550,New,"$31,938",Arnie Bauer Cadillac,4.8,(668 reviews)
2021 Land Rover Range Rover Velar P250 S,Used,"$8,500",Mercedes-Benz of Hoffman Estates,0,(6 reviews)
2013 Ford Mustang V6,Used,"$33,985",Advantage Chevrolet of Bolingbrook,4.7,"(2,521 reviews)"
2014 Jeep Grand Cherokee Limited,Used,"$9,300",Audi Hoffman Estates,4.6,"(2,549 reviews)"
2012 MINI Cooper S Countryman Base,Used,"$14,985",Advantage Chevrolet of Bolingbrook,4,(654 reviews)
2016 Lexus NX 200t F Sport,Used,"$5,995",Chicago Motor Cars,3.8,"(1,000 reviews)"
2024 Chevrolet Equinox AWD RS,Used,"$16,991",Napleton Nissan,0,(16 reviews)
2006 BMW 525 525i 4dr Sedan,New,"$33,324",Chevrolet of Palatine,0,(36 reviews)
2025 Chevrolet Equinox 1LT,Used,"$8,749",Chevrolet of Palatine,4.8,"(1,479 reviews)"
2024 Chevrolet Equinox EV RS,New,"$29,870",Conway Imports,4.4,(645 reviews)
2008 Saturn Aura XR,New,"$38,790",Phillips Chevrolet,4.5,(55 reviews)
2024 Toyota RAV4 Prime XSE,Used,"$7,995",Bill Jacobs VW,4.3,"(3,521 reviews)"
2013 Volkswagen Jetta Hybrid SEL Premium,New,"$52,504",Fair Oaks Lincoln,4.1,(55 reviews)
2019 Ford Ranger XLT,Used,"$9,750",Cadillac of Naperville,4.9,"(2,487 reviews)"
2020 Land Rover Range Rover Velar SVAutobiography Dynamic Edition,Used,"$26,620",Woody Buick GMC Naperville,4.7,"(2,180 reviews)"
2024 RAM ProMaster 1500 Base,Used,"$52,155",Napleton Mazda of Naperville,0,(66 reviews)
2022 Lincoln Nautilus Black Label,New,"$47,971",Audi Naperville,4.7,"(1,721 reviews)"
2023 Chevrolet Camaro 2SS,Used,"$46,990",Lake Forest Sports Cars,4.7,"(2,180 reviews)"
2025 Volvo XC90 B6 Plus 7-Seater,Chevrolet Certified,"$52,672",Chevrolet of Naperville,5,(537 reviews)
2004 Porsche 911 Carrera,New,"$64,465",Castle Chrysler Dodge Jeep Ram of Naperville,0,(3 reviews)
2022 Genesis GV80 2.5T,Used,"$56,800",Cadillac of Naperville,0,(2 reviews)
2014 Honda Accord EX-L,Used,"$37,064",Cadillac of Naperville,0,(0 reviews)
2015 Nissan Frontier SV,Used,"$13,990",Woody Buick GMC Naperville,0,(1 review)
2018 Maserati Levante S GranLusso,Used,"$14,800",Lake Forest Sports Cars,0,(1 review)
2024 Volkswagen Tiguan 2.0T SE 4MOTION,Used,"$25,995",Chevrolet of Naperville,0,(3 reviews)
2024 Buick Envision Sport Touring AWD,New,"$33,572",Volkswagen of Downtown Chicago,0,(5 reviews)
2024 Volkswagen Tiguan 2.0T S 4MOTION,New,"$40,993",Perillo BMW,0,(0 reviews)
2023 RAM ProMaster 1500 Low Roof,New,"$29,733",Napleton Downtown Chevrolet Buick GMC,0,(0 reviews)
2024 Buick Envision Sport Touring AWD,Used,"$41,495",CarMax Texas Stadium (Irving),4.9,"(1,748 reviews)"
2022 GMC Sierra 1500 Elevation,New,"$40,993",Luxury Auto Selection,4.6,"(4,982 reviews)"
2024 GMC Sierra 1500 Denali Ultimate,Used,"$38,725",The Autobarn Mazda of Evanston,4.3,"(1,165 reviews)"
2023 Buick Envision Avenir AWD,New,"$81,755",Zeigler Cadillac of Lincolnwood,4.8,"(1,359 reviews)"
2024 Mercedes-Benz GLE 580 4MATIC,Used,"$33,480",Luxury Motors Credit,4.6,"(2,509 reviews)"
2025 Chevrolet Equinox FWD ACTIV,Mercedes-Benz Certified,"$89,999",Al Piemonte Nissan,4.6,(793 reviews)
2024 Audi RS 5 2.9T,New,"$37,915",Berman Chrysler Dodge Jeep Ram,4.7,"(1,562 reviews)"
2025 Chevrolet Equinox 1LT,New,"$92,060",Ed Napleton Honda,4.9,"(2,950 reviews)"
2003 Porsche 911 Carrera Turbo,New,"$34,365",Webb Chevy,4.7,"(1,562 reviews)"
2024 Nissan Murano SV Intelligent AWD,Used,"$89,800",Asia Motors Inc.,0,(351 reviews)
2025 Chevrolet Equinox LT,New,"$40,842",Advantage Chevrolet of Bridgeview,4.7,"(1,562 reviews)"
2025 Chevrolet Equinox LT,New,"$36,198",Webb Chevy,4.9,"(2,950 reviews)"
2018 INFINITI QX80 Base,New,"$35,779",iCars Chicago,4.7,"(1,562 reviews)"
2025 Chevrolet Equinox LT,Used,"$23,495",CarMax Greenville NC,4.7,(971 reviews)
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$29,704",CarMax Pharr,5,(11 reviews)
2024 Lincoln Nautilus Reserve,New,"$35,633",CarMax Shreveport,4.1,(78 reviews)
2024 Cadillac LYRIQ Sport w/1SK,New,"$69,630",CarMax Kenner,4.3,"(1,194 reviews)"
2024 GMC Terrain Denali,New,"$80,307",CarMax Smithtown,4.9,(51 reviews)
2024 Mazda CX-30 2.5 S Preferred Package,GMC Certified,"$36,250",CarMax Centennial,4.8,(185 reviews)
2024 Audi Q4 e-tron Premium Plus 55 quattro,New,"$30,210",CarMax Warwick,4.3,"(1,162 reviews)"
2008 Ferrari 612 Scaglietti Base,New,"$66,535",CarMax El Paso,4.8,(185 reviews)
2025 Chevrolet Equinox FWD ACTIV,Used,"$164,900",CarMax Daytona,4.5,(363 reviews)
2024 Jeep Grand Cherokee L Altitude,New,"$33,470",Jack Phelan Chrysler Dodge Jeep RAM,4.8,"(3,855 reviews)"
2024 Cadillac LYRIQ Sport w/1SK,New,"$41,207",Advantage Chevrolet,4.9,"(2,197 reviews)"
2018 Cadillac XT5 Luxury,New,"$80,247",Westfield Ford,4.4,"(1,391 reviews)"
2024 Buick Envision Preferred AWD,Used,"$18,995",The Autobarn Countryside Subaru,4.4,(419 reviews)
2022 Ferrari Roma,New,"$34,644",Countryside Nissan,4.4,"(1,391 reviews)"
2025 Chevrolet Equinox 1LT,Ferrari Certified,"$254,900",McGrath Acura of Morton Grove,4.9,(103 reviews)
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$34,655",Jennings Chevy / VW,4.7,"(3,080 reviews)"
2025 BMW 430 i xDrive,New,"$36,088",Continental Toyota,4.6,"(1,913 reviews)"
2024 Chevrolet Equinox LS,New,"$60,725",Jennings Chevy / VW,0,(2 reviews)
2018 Toyota Tacoma SR,New,"$25,345",KNB Motors Inc,0,(20 reviews)
2014 Audi TT 2.0T,Used,"$27,998",Jennings Chevy / VW,4.4,(651 reviews)
2017 Mercedes-Benz AMG GLE 63 Base 4MATIC,Used,"$19,985",Continental Toyota,4.4,(651 reviews)
2025 Cadillac CT5 Premium Luxury RWD,Used,"$36,995",Jennings Chevy / VW,4.4,(651 reviews)
2019 Chevrolet Equinox LS,New,"$49,990",Jaguar Land Rover Hinsdale,4.4,(651 reviews)
2023 Nissan Titan PRO-4X,Used,"$14,553",Premier Auto Works Inc,0,(2 reviews)
2023 Chevrolet Silverado 1500 LT Trail Boss,Nissan Certified,"$45,000",Motorcars Express,4.4,(651 reviews)
2011 Chrysler Town & Country Touring-L,Used,"$52,000",Al Piemonte Buick GMC,4.4,(651 reviews)
2025 Chevrolet Equinox 1LT,Used,"$7,700",Nexton Motors LLC,4.4,(651 reviews)
2020 Ford Utility Police Interceptor Base,New,"$32,297",Champion Motorsports,4.9,"(4,733 reviews)"
2023 Nissan Altima SR FWD,Used,"$21,795",Castle Chevrolet of Villa Park,4.6,"(1,324 reviews)"
2025 Chevrolet Equinox 1LT,Used,"$23,000",Champion Motorsports,4.7,"(1,504 reviews)"
2007 Jeep Grand Cherokee SRT8,New,"$29,704",Highline Auto Sales,4,(83 reviews)
2019 Mazda CX-5 Touring,Used,"$22,988",Jidd Motors Mitsubishi,4.7,(601 reviews)
2015 Chevrolet Traverse LT,Used,"$21,998",INFINITI of Clarendon Hills,4.5,"(1,447 reviews)"
2018 Dodge Grand Caravan SE Plus,Used,"$16,998",Ed Napleton Acura Kia,4.2,"(2,878 reviews)"
2022 Mitsubishi Mirage G4 Black Edition,Used,"$22,998",Chicago Auto Place,4.5,"(2,007 reviews)"
2016 Chevrolet Traverse LT,Used,"$17,998",Ed Napleton Acura Kia,4.8,(567 reviews)
2022 Kia Carnival SX Prestige,Used,"$18,998",Chicago Motor Credit,4.7,(489 reviews)
2022 Porsche 718 Boxster,Used,"$45,998",94 Nissan Of South Holland,4.7,(489 reviews)
2018 Mercedes-Benz AMG GLE 43,Used,"$68,998",Napleton River Oaks Hyundai Kia,4.7,(489 reviews)
2016 Cadillac ATS,Used,"$33,998",Volkswagen of Palatine,4.7,(489 reviews)
2023 Chevrolet Tahoe 4WD Z71,Used,"$15,998",B & M Auto Sales,4.6,"(2,367 reviews)"
2025 Chevrolet Equinox 1LT,Used,"$67,989",Packey Webb Ford,0,(4 reviews)
2007 Cadillac DTS Performance,New,"$31,120",Packey Webb Ford,4.3,(79 reviews)
2023 Subaru Crosstrek Limited,Used,"$12,995",Packey Webb Ford,4.5,(993 reviews)
2022 Nissan Murano S Intelligent AWD,Subaru Certified,"$29,222",Packey Webb Ford,4.5,(993 reviews)
2024 Acura RDX Advance Package,Used,"$25,999",Volkswagen of Palatine,4.5,(432 reviews)
2024 Volkswagen Tiguan 2.0T SE,New,"$54,100",Packey Webb Ford,4.3,(49 reviews)
2024 Toyota RAV4 Prime SE,New,"$34,311",Packey Webb Ford,4.4,"(1,356 reviews)"
2024 Volkswagen Tiguan 2.0T SE,New,"$47,059",Packey Webb Ford,4.4,"(1,356 reviews)"
2011 Mazda Tribute i Sport,New,"$35,504",Bettenhausen Chrysler Dodge Jeep RAM,4.9,"(5,840 reviews)"
2025 Chevrolet Equinox LT,Used,"$4,999",Napleton's River Oaks Chrysler Jeep Dodge RAM,4.9,"(1,689 reviews)"
2023 Toyota Sienna LE,New,"$37,010",Apple Chevrolet,4.4,"(1,356 reviews)"
2020 Volkswagen Tiguan 2.0T SE,Used,"$42,515",Auto's of Chicago,4.9,"(5,840 reviews)"
2020 Land Rover Range Rover Velar SVAutobiography Dynamic Edition,Used,"$21,888",International Kia,4.7,"(1,245 reviews)"
2013 Lincoln MKZ Base,Used,"$56,497",Bill Kay Buick GMC,4.7,"(2,148 reviews)"
2014 Chevrolet Cruze LS,Used,"$6,999",Joe Rizza Ford Lincoln,4.8,"(1,517 reviews)"
2021 Jeep Wrangler Sport S,Used,"$5,991",DuPage CDJR,4.8,"(1,517 reviews)"
2016 Volvo XC90 T6 Momentum,Used,"$29,800",Jerry Haggerty Chevrolet,4.6,(727 reviews)
2017 Ford Explorer XLT,Used,"$15,995",Chevrolet of Homewood,4.7,"(1,245 reviews)"
2025 Chevrolet Equinox 1LT,Used,"$18,900",Chevrolet of Homewood,2,(757 reviews)
2013 Ford Escape SE,New,"$29,870",Chevrolet of Homewood,2,(757 reviews)
2021 Tesla Model 3 Performance,Used,"$6,900",Chevrolet of Homewood,0,(2 reviews)
2016 Lexus NX 200t F Sport,Used,"$28,775",Bill Kay Chevrolet,4.8,"(3,407 reviews)"
2016 Chrysler 300 S,Used,"$18,885",Ace Motorworks,5,"(12,297 reviews)"
2025 Kia Sorento LX,Used,"$18,713",Auto Showcase of Carol Stream,3.6,(94 reviews)
2019 Ford Mustang EcoBoost Premium,New,"$31,911",The Audi Exchange,4.8,(668 reviews)
2024 Kia Sorento LX,Used,"$26,888",The Audi Exchange,4.8,(668 reviews)
2008 Lexus GS 350 Base,New,"$29,654",Acura Highland Park,4.8,(668 reviews)
2024 Nissan Murano SV,Used,"$6,950",Affinity Auto Sales,4.7,"(1,028 reviews)"
2024 Hyundai Elantra SEL,New,"$40,749",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.3,(686 reviews)
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$25,500",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,2.7,(216 reviews)
2018 Audi A6 3.0T Premium,New,"$34,484",Arlington Heights Buick GMC,4.4,"(2,065 reviews)"
2024 Ford Transit-250 Base,Used,"$19,900",City Volkswagen of Highland,4.6,"(2,549 reviews)"
2024 Ford Transit-250 Base,New,"$51,590",Zeigler Chrysler Dodge Jeep Ram of Schaumburg,4.8,"(1,358 reviews)"
2024 Ford Transit-250 Base,New,"$50,300",Arlington Heights Buick GMC,4.8,"(1,358 reviews)"
2024 Ford Transit-250 Base,New,"$51,590",Mercedes-Benz of Hoffman Estates,0,(0 reviews)
2024 Volkswagen Tiguan 2.0T SE R-Line Black 4MOTION,New,"$50,580",INFINITI of Hoffman Estates,3.8,"(1,000 reviews)"
2024 Ford Transit-350 Base,New,"$34,284",Team Toyota,3.8,"(1,000 reviews)"
2024 Ford Transit-250 Base,New,"$56,780",Team Toyota,4.7,"(1,282 reviews)"
2024 Ford Transit-250 Base,New,"$51,590",Chicago Motor Cars,4.7,"(1,282 reviews)"
2024 RAM ProMaster 1500 Low Roof,New,"$51,590",Mercedes-Benz of Hoffman Estates,4.6,"(1,035 reviews)"
2020 Mercedes-Benz C-Class 4MATIC,New,"$44,765",Chevrolet of Palatine,4.5,(778 reviews)
2025 Chevrolet Equinox RS,Used,"$23,200",Chevrolet of Palatine,4.4,"(1,887 reviews)"
2018 Lexus GS 350 F Sport,New,"$35,965",All In Auto,5,(25 reviews)
2020 Toyota Camry SE,Used,"$32,649",Currie Motors Ford of Frankfort,5,"(4,458 reviews)"
2024 GMC Sierra 1500 Denali,Used,"$22,000",Phillips Chevrolet,2.8,(385 reviews)
2020 Lincoln Aviator Reserve AWD,New,"$67,589",Silver Auto Sales Inc.,4.9,"(1,060 reviews)"
2024 Jeep Grand Cherokee L Altitude,Used,"$34,290",Woody Buick GMC Naperville,4.5,"(1,546 reviews)"
2024 Chevrolet Equinox 1LT,New,"$41,511",Woody Buick GMC Naperville,4.4,(645 reviews)
2025 Chevrolet Equinox 1LT,New,"$27,065",Woody Buick GMC Naperville,4.4,(645 reviews)
2025 Chevrolet Equinox 1LT,New,"$29,704",Mercedes-Benz of Naperville,4.4,(645 reviews)
2025 Chevrolet Equinox 1LT,New,"$30,154",Bill Jacobs VW,4.8,(744 reviews)
2025 Chevrolet Equinox 1LT,New,"$29,704",Land Rover Jaguar Naperville,4.8,(744 reviews)
2025 Chevrolet Equinox 1LT,New,"$31,660",Knauz Auto Park,0,(5 reviews)
2004 Cadillac XLR Base,New,"$34,106",Volkswagen of Downtown Chicago,4.5,(55 reviews)
2012 Chevrolet Camaro 2SS,Used,"$17,800",Mercedes-Benz of Chicago,4.1,(55 reviews)
2024 Audi RS e-tron GT Base,Used,"$23,995",Mercedes-Benz of Chicago,0,(66 reviews)
2024 Audi RS e-tron GT Base,New,"$165,790",CarMax Corpus Christi,4.7,"(2,180 reviews)"
2024 Acura RDX Technology Package,New,"$165,790",Napleton Downtown Chevrolet Buick GMC,4.7,"(1,721 reviews)"
2011 Porsche Cayenne S,New,"$48,950",Napleton Downtown Chevrolet Buick GMC,0,(66 reviews)
